price,link,title,location,description,Nearest intersection,Bedrooms,Bathrooms,Unit type,Parking included,sqft,sqm
3255.0,/v-apartments-condos/vancouver/2-bedroom-apartment-for-rent-165-east-19th-street/1692972092,2 Bedroom Apartment for Rent - 165 East 19th Street,North Vancouver,"Virtual Open House: Schedule a video tour or make an appointment for in person viewing. Call 236-804-0619 to set up a visit today! 165 19th Street East is a low rise, multi-resident apartment ...",Lonsdale Avenue / West 19th Street,2.0,1.0,Apartment,0,802.0,74.508206
3366.0,/v-apartments-condos/vancouver/2-bedroom-apartment-for-rent-155-19th-st-e/1691224449,2 Bedroom Apartment for Rent - 155 19TH ST E,Vancouver,"Virtual Open House: Schedule a video tour or make an appointment for in person viewing. Call now! 236-804-0596 Promotions: For available units, please call: 236-804-0596. 155 19th Street East is a ...",Lonsdale Avenue / West 19th Street,2.0,1.0,Apartment,0,885.0,82.219155
3488.0,/v-apartments-condos/vancouver/2-bedroom-apartment-for-rent-151-keith-rd-e/1692972001,2 Bedroom Apartment for Rent - 151 Keith Rd E,North Vancouver,"Parklea Apartments is located in arguably the hottest area of North Vancouver in Lower Lonsdale Victoria Park neighbourhood. Known as the historical waterfront neighbourhood of North Vancouver, the ...",E Victoria Park Avenue / East Keith Road,2.0,1.0,Apartment,0,800.0,74.3224
3781.0,/v-apartments-condos/vancouver-downtown-west-end/2-bedrooms-apartment-for-rent-1501-haro-street/1683888484,2 Bedrooms Apartment for Rent - 1501 Haro Street,Downtown-West End,"Spruce Gardens is conveniently located at 1501 Haro in Vancouver, this newly renovated building features renovated junior, 1 and 2 bedroom suites! Fully renovated suites include modern laminated ...",Robson Street / Nicola Street,2.0,1.5,Apartment,0,860.0,79.89658
2613.0,/v-apartments-condos/vancouver-downtown-west-end/1-bedroom-apartment-for-rent-1501-haro-street/1683888477,1 Bedroom Apartment for Rent - 1501 Haro Street,Downtown-West End,"Spruce Gardens is conveniently located at 1501 Haro in Vancouver, this newly renovated building features renovated junior, 1 and 2 bedroom suites! Fully renovated suites include modern laminated ...",Robson Street / Nicola Street,1.0,1.0,Apartment,0,432.0,40.134096
4541.0,/v-apartments-condos/vancouver/2-bedrooms-apartment-for-rent-150-east-keith-road/1683888490,2 Bedrooms Apartment for Rent - 150 East Keith Road,Vancouver,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Promotions: To view available units call: 236-804-0507 Monika ...",East Keith Road / St Georges Avenue,2.0,2.0,Apartment,0,1146.0,106.466838
3099.0,/v-apartments-condos/vancouver/north-vancouver-1-bedroom-apartment-for-rent-150-east-keith-ro/1683888483,North Vancouver 1 Bedroom Apartment for Rent - 150 East Keith Ro,Vancouver,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Promotions: To view available units call: 236-804-0507 Monika ...",East Keith Road / St Georges Avenue,1.0,1.0,Apartment,0,864.0,80.268192
2472.0,/v-apartments-condos/vancouver-downtown-west-end/1-bedroom-apartment-for-rent-1371-harwood-street/1688353217,1 Bedroom Apartment for Rent - 1371 Harwood Street,Vancouver,"1371 Harwood Street is walking distance to downtown Vancouver. The building is six-storeys tall and offers a range of bachelor, one-bedroom and two-bedroom units. Units offer spacious living areas ...",Beach Avenue / Broughton Street,1.0,1.0,Apartment,0,474.0,44.036022
2477.0,/v-apartments-condos/vancouver-downtown-west-end/studio-apartment-for-rent-1360-hornby-street/1693132225,Studio Apartment for Rent - 1360 Hornby Street,Vancouver,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. PACIFIC TERRACE APARTMENTS is located in Vancouver's Downtown ...",Pacific Street / Hornby Street,0.0,1.0,Apartment,0,445.0,41.341835
2779.0,/v-apartments-condos/vancouver-downtown-west-end/1bdrm-apartment-for-rent-1255-pendrell-street/1693714508,1bdrm Apartment for Rent - 1255 Pendrell Street,Vancouver,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. Call: 604-861-5422. Connaught Apartments at 1255 Pendrell ...",Davie Street / Bute Street,1.0,1.0,Apartment,0,516.0,47.937948
2571.0,/v-apartments-condos/vancouver-downtown-west-end/1bdrm-apartment-for-rent-1160-broughton-street/1690699289,1bdrm Apartment for Rent - 1160 Broughton Street,Downtown-West End,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. 604-351-3766 Tamarac is conveniently located at 1160 ...",Davie Street / Broughton Street,1.0,1.0,Apartment,0,465.0,43.199895
2375.0,/v-apartments-condos/vancouver-downtown-west-end/ilikai-1-bedroom-apartment-for-rent/1695010752,Ilikai - 1 Bedroom Apartment for Rent,Vancouver,"Located right beside the world renowned Stanley Park, Ilikai offers one bedroom and penthouse apartments for rent. Grocery stores, transit, and restaurants can all be found just a few blocks over on ...",West Georgia Street / Gilford Street,1.0,1.0,Apartment,0,560.0,52.02568
1975.0,/v-apartments-condos/vancouver-downtown-west-end/hollies-studio-apartment-for-rent/1695010742,Hollies - Studio Apartment for Rent,Vancouver,"Hollies offers a pool for residents of its studio, one and two bedroom, and penthouse apartments for rent. Some of the top schools in the city are spread throughout the neighbourhood, while the ...",West 49th Avenue / East Boulevard,0.0,1.0,Apartment,0,500.0,46.4515
2610.0,/v-apartments-condos/richmond-bc/carlton-park-gardens-apartments-2-bdrm-available-at-10951-mort/1695010682,Carlton Park Gardens Apartments - 2 Bdrm available at 10951 Mort,Richmond,Visit our Website: https://www.capreit.ca/apartments-for-rent/richmond-bc/carlton-park-gardens-apartments/ Six charming low-rise buildings in the heart of residential Richmond form the setting for ...,Mortfield Road / Mortfield Court,2.0,1.0,Apartment,0,950.0,88.25785
2100.0,/v-apartments-condos/vancouver-downtown-west-end/bellevue-towers-studio-apartment-for-rent/1695010748,Bellevue Towers - Studio Apartment for Rent,Vancouver,"Right beside the University of British Columbia's campus in the distinguished West Point Grey community, Bellevue Towers offers a gym for residents of its studio, one bedroom, two bedroom, and ...",West 10th Avenue / Tolmie Street,0.0,1.0,Apartment,0,500.0,46.4515
3099.0,/v-apartments-condos/vancouver/1-bedroom-apartment-for-rent-2190-bellevue-avenue/1690611038,1 Bedroom Apartment for Rent - 2190 Bellevue Avenue,West Vancouver,"Virtual Open House: View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. The Shoreland is located at the corner of 22nd and Bellevue ...",Marine Drive / 22nd Street,1.0,1.0,Apartment,0,664.0,61.687592
2900.0,/v-apartments-condos/richmond-bc/orchid-close-to-skytrain-station-1bdrm-1-den-at-12fl-5580-no-3-r/1695005630,Orchid-Close to Skytrain Station 1bdrm+1 den at 12fl 5580 No 3 R,Richmond,"5 years old, High-rise furnished apartment 'Orchid' built by Beedie 623 sq. ft., spacious layout, 1 bedroom plus den, Unit at 12 fl, facing West with a fantastic view covered balcony, Stainless steel ...",Sexsmith Road / Hazelbridge Way,1.5,1.0,Apartment,1,623.0,57.878569
2200.0,/v-apartments-condos/richmond-bc/bright-and-spacious-full-height-ground-floor-suite/1695005180,Bright and spacious full height ground floor suite,New Westminster,"Bright and spacious full height ground floor suite in a beautiful house, walking distance to everything. almost next to Moody park and New Westminster uptown center area Located in the quiet and ...",Eighth Avenue / Henley Street,1.0,1.0,Basement,0,880.0,81.75464
2300.0,/v-apartments-condos/vancouver/near-ubc-arbutus-quilchena-1-bdrm-1bath-650-sqft/1695105973,Near UBC-Arbutus-Quilchena-1 Bdrm-1Bath/650 sqft,Vancouver,"Welcome to a clean & bright 650 sqft UNFURNISHED, private entrance, basement suite in a family home. Located in the desirable and safe neighbourhood of Quilchena/Arbutus, and 20 minutes from UBC ON ...",West King Edward Avenue / Brakenridge Street,1.0,1.0,Basement,0,650.0,60.38695
3400.0,/v-apartments-condos/richmond-bc/pet-friendly-3-beds-2-bath-newly-renovated-house-for-rent/1692334637,Pet Friendly 3 beds 2 bath newly renovated house for rent,Richmond,"Well behaved pets welcome! Newly renovated house available to stable, long term tenants (minimum 6 months term) Fully furnished, everything comes with the suite shown in photo. Brand new appliances. ...",No 1 Road / Tyson Place,3.0,1.5,House,2,1000.0,92.903
2400.0,/v-apartments-condos/delta-surrey-langley/apartment-for-rent/1694662526,Apartment for Rent,Delta/Surrey/Langley,"Very new Penthouse has balcony with view 2 bedroom condo for rent available July 1/2024 in Surrey central area , 5’ to Surrey Memorial Hospital, 5 minute walk to King George sky train, and SFU , and ...",Fraser Highway / 138 Street,2.0,1.0,Condo,1,750.0,69.67725
2850.0,/v-apartments-condos/delta-surrey-langley/fully-renovated-bungalow-3-beds-1-bath/1695005027,fully renovated bungalow / 3 beds 1 bath,Langley Township,"- conveniently located on huge 10,000 sq ft corner lot (273 st @ 29A ave) - very quiet neighbourhood close to transit & all major transportation routes (Fraser Hwy, Hwy 13 & Hwy 1) - lots of ...",Fraser Highway / 273 Street,3.0,1.0,House,3,1340.0,124.49002
850.0,/v-apartments-condos/burnaby-new-westminster/near-burnaby-new-west-one-bedroom-ensuite-for-rent/1695004976,Near Burnaby New West one bedroom ensuite for Rent,New Westminster,"One private unfurnished room with one private bathroom (ensuites) on the second level for rent, in a beautiful modern single family house in the city of New West. WOK kitchen with be shared with a ...",Sixth Avenue / Colborne Street,1.0,1.0,House,0,300.0,27.8709
4100.0,/v-apartments-condos/ubc-university-british-columbia/amazing-2b2b-ubc-campus-condo/1695004887,Amazing 2B2B UBC Campus Condo,Vancouver,"Furnished 2bed, 2 bath -880ft clean!! super condition 5star dream living space! with high -end appliances and in-suite laundry. Situated on the UBC campus, making it ideal for students and university ...",West 16th Avenue / Hampton Place,2.0,2.0,Condo,1,879.0,81.661737
2300.0,/v-apartments-condos/richmond-bc/2-bedrooms-1-bath-with-laundry-in-vancouver-marine-drive/1690414148,2 bedrooms + 1 bath with laundry in Vancouver / Marine drive,Vancouver,"Fully furnished above ground private basement suite with 2 bedroom, 1 bathroom, kitchen and living room area with in suite laundry (900 square feet). The suite has a private entrance and stairs and ...",Oak Street / West 67th Avenue,2.0,1.0,Basement,2,900.0,83.6127
2600.0,/v-apartments-condos/vancouver/available-july-1-yaletown-1-bedroom-beautiful-view/1695004576,AVAILABLE July 1 YALETOWN 1 Bedroom Beautiful View,Vancouver,$2600/month 1 Bedroom + Den with Beautiful View Apartment Available July1 17th floor 1088 Richards St. (Downtown/Yaletown) Please let us know: 1. Who are the occupants? 2. Occupation of the adult ...,Richards Street / Helmcken Street,1.5,1.0,Condo,1,571.0,53.047613
3900.0,/v-apartments-condos/ubc-university-british-columbia/300-rent-refund-and-free-utilities-for-summer-months/1695002104,$300 RENT REFUND and FREE UTILITIES for summer months,Vancouver,FREE INTERNET *Garden/Patio level *New Kitchen *Private entrance *Very bright *Freshly painted *8ft ceilings with recessed lighting *Gas fireplace *Washer and Dryer in unit *Bathroom with tub and ...,Dunbar Street / West 19th Avenue,3.0,1.0,Basement,0,1000.0,92.903
3800.0,/v-apartments-condos/vancouver/3-beds-den-and-2-baths-condo-for-rent-in-riverdistrict-vanc/1695003714,3 Beds + Den and 2 Baths - Condo For Rent in RiverDistrict (VANC,Vancouver,Large 3 bed 2 bath Condo in the Waterfront Neighborhood Entire Apartment Unit at Avalon 2 3581 E Kent Ave N Unit Details: - 3 bedroom - 2 bathroom - Den - Size: 1200 sqft - Unfurnished About This ...,Marine Way / Boundary Road,3.5,2.0,Condo,1,1200.0,111.4836
2200.0,/v-apartments-condos/delta-surrey-langley/1-bedroom-fully-furnished-suite/1307249456,1 Bedroom Fully Furnished Suite,Surrey,"Beautifully furnished 1 bedroom suite for rent. Includes Cable, WiFi . Heated by Gas Fireplace included in rent. Located on the corner of 152nd Street and 108 Avenue, in Guildford, Surrey. B.C. ...",Ferguson Diversion / 152 Street,1.0,1.0,Condo,1,720.0,66.89016
3050.0,/v-apartments-condos/vancouver/3-bedroom-east-vancouver-upper-floor-spacious-quiet-convenient/1695001751,3 Bedroom East Vancouver Upper floor Spacious Quiet Convenient,Vancouver,"Upper Floor of house 3 Spacious Bedrooms, Bright and Clean 2 Full Bathrooms 9 Ft Ceiling, Hardwood Floor, Gas Fireplace Large covered sundeck Private front and back entrance Killarney area, walk to ...",East 45th Avenue / Kerr Street,3.0,2.0,House,0,1200.0,111.4836
2200.0,/v-apartments-condos/delta-surrey-langley/brand-new-1-bed-1-bath/1695001034,Brand New 1 Bed 1 Bath,Delta/Surrey/Langley,BRAND NEW Building Oak & Onyx Unfurnished Unit Available: June 2024 (1 Year Lease) Total area: 584 sq ft Rent: $2200 Security Deposit: 1/2 Month Rent ($1100) Utilities: Not Included Brand New ...,96 Avenue / 140 Street,1.0,1.0,Condo,1,584.0,54.255352
2700.0,/v-apartments-condos/burnaby-new-westminster/2020-new-legal-basement-suite-2-bed-1-bath-brentwood-park/1695000640,2020 New LEGAL basement suite 2 bed/1 bath Brentwood PARK,Burnaby,"Looking for your perfect quiet sanctuary in bustling Brentwood? Look no further! (***Check-out the Youtube video link below the pix) Nestled in the heart of Brentwood Park, this new 2020 home offers ...",Delta Avenue / Northlawn Drive,2.0,1.0,Basement,2,700.0,65.0321
1650.0,/v-apartments-condos/tricities-pitt-maple/brand-new-1-bedroom/1694996568,** BRAND NEW- 1 BEDROOM **,Coquitlam,"* Lovely custom built cosy self- contained suite. * Franklin Gas Fireplace. *Semi-Furnished (optional) * Secure, Private and Quiet. * Includes Internet, Laundry and Parking. * Close to Lougheed Mall ...",Robinson Street / Regan Avenue,1.0,1.0,Apartment,2,400.0,37.1612
2000.0,/v-apartments-condos/delta-surrey-langley/fleetwood-2-bedroom-basement/1694992661,Fleetwood -  2 Bedroom Basement,Surrey,"Bright and spacious basement, 2-bedroom 1-Bath in Fleetwood. Close to Hwy 1 and all amenities. Great layout with oversized master bedroom and living room, full bathroom, laundry in suite, separate ...",164 Street / 94 Avenue,2.0,1.0,Basement,0,950.0,88.25785
1500.0,/v-apartments-condos/delta-surrey-langley/1-bedroom-basement-suite-surrey/1694989678,"1 Bedroom Basement Suite, Surrey",Surrey,"Spacious 1 bedroom and 1 bathroom basement for rent. Walking distance to Scott Road , Laundromat, Walmart, Transit, Restaurants, Shops etc. Rent includes utilities (Gas, Water, Hydro), and Wi-Fi. ...",92 Avenue / 122B Street,1.0,1.0,Basement,0,900.0,83.6127
2610.0,/v-apartments-condos/burnaby-new-westminster/beautiful-2-bedroom-apartments-in-metrotown-call-now/1694985100,Beautiful 2 bedroom apartments in Metrotown-Call Now!,Burnaby,"2 bedroom apartments for rent in Burnaby at Horizon Towers, CALL TODAY! Current Incentives: 1 Month FREE Rent on Select Suites* 25% off any Telus Optik TV and internet product monthly* Key Property ...",Nelson Avenue / Hazel Street,2.0,1.0,Apartment,0,817.0,75.901751
2125.0,/v-apartments-condos/burnaby-new-westminster/one-bedroom-suite-at-linwood-court-in-burnaby-call-today/1694985149,One bedroom suite at Linwood Court in Burnaby-Call Today!,Burnaby,"Linwood Court is a charming, low-rise rental property with a big sense of community conveniently located in Burnaby. Everything you need is at your doorstep. Key Property Details: Kitchens feature ...",Smith Avenue / Linwood Street,1.0,1.0,Apartment,0,600.0,55.7418
1850.0,/v-apartments-condos/burnaby-new-westminster/title:spacious-bright-large-one-bedroom-with-a-view-1-850/1694984693,"Title:Spacious, Bright, Large One Bedroom with a View!! $1,850",New Westminster,"Title: Spacious, Bright, Large One Bedroom with a View!! $1,850 320 Carnarvon Street, New Westminster Available: June 15th, 2024 Features: * Bright apartment with large windows, located on 2nd floor ...",Carnarvon Street / Blackwood Street,1.0,1.0,Apartment,0,700.0,65.0321
2150.0,/v-apartments-condos/delta-surrey-langley/1-bed-for-rent/1694981427,1 Bed For Rent,Surrey,"Available from June 15th-2024. Stunning 1 Bed & Bath + Den , with quality finishes, gourmet kitchen along with high end appliances. This unit is on the ground floor with 150 ft2 patio space, one ...",96 Avenue / 140 Street,1.5,1.0,Apartment,1,620.0,57.59986
1900.0,/v-apartments-condos/delta-surrey-langley/1-bed-1-bath-ground-floor-corner-unit-condo-for-rent/1694981404,1 Bed 1 Bath Ground Floor Corner Unit Condo for Rent,Surrey,"GROUND FLOOR, GARDEN PATIO 1 BED 1 BATH condo for rent. This large 1 BED 1 BATH home is 774 sqft plus another 120 sqft of covered patio. Granite kitchen with stainless appliances. Bedroom has double ...",64 Avenue / 195A Street,1.0,1.0,Condo,1,774.0,71.906922
2198.0,/v-apartments-condos/vancouver/bright-modern-1br-bath-laneway-home-near-ubc/1694978417,Bright & Modern 1Br & Bath Laneway Home near UBC,Vancouver,"Great opportunity to move into this bright, clean 1 bedroom & 1 bathroom, 2 story, 500 square foot laneway home built in 2019! Unit available starting: JULY 1, 2024 Ideal location for UBC student or ...",Dunbar Street / West 24th Avenue,1.0,1.0,House,1,500.0,46.4515
2700.0,/v-apartments-condos/burnaby-new-westminster/2-bd-1-ba-for-rent/1694974920,2 bd 1 ba for rent,Port Moody,Spacious unit in a mid-rise building in the heart of Port Moody. Only 4 blocks to Evergreen Skytrain Station. Walking distance to all amenities. Great location. References required. Gas is included ...,Ioco Road / Knowle Street,2.0,1.0,Apartment,2,860.0,79.89658
2100.0,/v-apartments-condos/delta-surrey-langley/brand-new-1-bed-1-bath-condo/1694973936,Brand new 1 bed 1 bath condo,Delta/Surrey/Langley,"Luxury Living at Oak and Onyx in Surrey Central Property Address: 13969 96 Avenue Surrey, BC V3T 4M2 - Available Date: June 15 2024 - Unfurnished - Property Type: condo - Bedroom(s): 1 - Bathroom(s): ...",96 Avenue / 140 Street,1.0,1.0,Condo,1,570.0,52.95471
2700.0,/v-apartments-condos/north-shore/basement-suite-for-rent-in-central-lonsdale/1694973062,Basement suite for rent in Central Lonsdale,North Vancouver,We have a 2 bedroom basement suite for rent. The house is located in Central Lonsdale Grand Blvd area. Take a look at the pictures and email me if interested. If the ad is up then the place is still ...,East 13th Street / Ridgeway Avenue,2.0,2.0,Basement,1,950.0,88.25785
2250.0,/v-apartments-condos/delta-surrey-langley/condo-for-rent/1694970108,Condo for Rent,Surrey,"Peninsula Property Management are pleased to present a Brand New Development - The Grove. Located in South Surrey's Morgan Heights neighborhood, walking distance to local shops, parks and schools. ...",24 Avenue / 167 Street,1.5,1.0,Condo,0,623.0,57.878569
1400.0,/v-apartments-condos/delta-surrey-langley/1-bedroom-basement-suite-for-rent/1694972312,1 bedroom basement suite for rent,Delta/Surrey/Langley,"1 bedroom basement suite for rent in surrey bc (85 Ave 148 st) Located in a calm safe area with elementary and secondary schools nearby Bus stands and grocery stores nearby No pets, smoking or ...",148 Street / 86 Avenue,1.0,1.0,Basement,0,380.0,35.30314
2400.0,/v-apartments-condos/burnaby-new-westminster/great-location-1-bed-den-for-rent-lougheedtowncenter-sfu/1693576562,Great location! 1 Bed + Den for rent -  LougheedTownCenter (SFU),Coquitlam,"Luxurious near new 1 bed & den 580 Sqft high-rise apartment located across from City of Lougheed Mall, next to Coquitlam college, 7 minutes drive to SFU Burnaby campus. Walking distance to Lougheed ...",Whiting Way / Brookmere Avenue,1.5,1.0,Apartment,1,580.0,53.88374
2250.0,/v-apartments-condos/vancouver/2-bedroom-suite-rental-heart-of-commercial-drive/1691006654,2 Bedroom Suite Rental - Heart of Commercial Drive,Vancouver,"2 Bedroom Suite, Heart of Commercial Drive, East Vancouver. Ideal for two adults and 1-2 children. Lower floor of heritage home. Shared laundry. New appliances, newly painted. $2250 per month. Plus ...",Commercial Drive / Kitchener Street,2.0,1.0,House,0,750.0,69.67725
2975.0,/v-apartments-condos/vancouver/luxury-1-bedroom-den-bath-balcony-parking-storage-views/1694971993,"Luxury 1 Bedroom, Den, Bath, Balcony, Parking, Storage, Views!",Vancouver,"LUXURY 1 BED (Unfurnished) + 1 DEN + 1 BATH + BALCONY + 1 PARKING + 1 STORAGE + VIEWS ABOUT Luxury 1 bedroom and den with water, city and mountain views! A rare find, with a smart spacious layout, ...",Oak Street / West 7th Avenue,1.5,1.0,Condo,1,725.0,67.354675
3400.0,/v-apartments-condos/richmond-bc/pet-friendly-3-beds-2-bath-newly-renovated-house-for-rent/1692334637,Pet Friendly 3 beds 2 bath newly renovated house for rent,Richmond,"Well behaved pets welcome! Newly renovated house available to stable, long term tenants (minimum 6 months term) Fully furnished, everything comes with the suite shown in photo. Brand new appliances. ...",No 1 Road / Tyson Place,3.0,1.5,House,2,1000.0,92.903
3400.0,/v-apartments-condos/ubc-university-british-columbia/brand-new-1-br-apartment-in-ubc-campus-for-rent/1694964067,Brand new 1 br apartment in UBC campus for rent,Vancouver,"This apartment is located in the West Wind Community in UBC campus, a large-scale new community developed by the well-known developer Polygon. Many restaurants, shops, supermarkets, banks, and gyms ...",University Boulevard / Toronto Road,1.0,1.0,Apartment,1,525.0,48.774074999999996
3500.0,/v-apartments-condos/burnaby-new-westminster/3-beds-2-baths-upper-floor-unit-in-new-westminster/1694963724,3 Beds 2 Baths Upper floor unit in New Westminster,New Westminster,Available from Jul 15th. Updated and very clean upstairs unit. With 3 generous sized bedrooms with 2 full washrooms. Big kitchen with double door fridge. Bright in the unit through out. Just across ...,Cumberland Street / Rickman Place,3.0,2.0,House,3,1300.0,120.7739
3990.0,/v-apartments-condos/north-shore/2-bed-and-2-bath-furnished/1694963538,2 bed and 2 bath Furnished,North Vancouver,This is a Furnished opportunity with 100% BRAND NEW and NEVER used furniture for a min 6 month lease agreement or longer and renewable after maturity. Master bedroom has queen size bed and second ...,Marine Drive / West Keith Road,2.0,2.0,Apartment,1,877.0,81.475931
2195.0,/v-apartments-condos/burnaby-new-westminster/redwood-manor-1-bdrm-available-at-101-royal-avenue-new-westmi/1694278398,"Redwood Manor - 1 Bdrm available at 101 Royal Avenue, New Westmi",New Westminster,Visit our Website: https://www.capreit.ca/apartments-for-rent/new-westminster-bc/redwood-manor/ Rental Office is located at 810 St. Andrews Street. Redwood Manor is a five-storey apartment rental ...,Second Street / Clinton Place,1.0,1.0,Apartment,0,680.0,63.17404
3900.0,/v-apartments-condos/vancouver/3-900-3br-930ft2-quiet-3-bedroom-2-bathroom-house/1689734611,"$3,900 / 3br - 930ft2 - Quiet 3 bedroom 2 bathroom house",Vancouver,"AVAILABLE July 01, 2024! Please reply with your full name, contact number, and the intended length of the lease. Located in the Fraser neighborhood between Fraser and St Catherines street, this ...",East King Edward Avenue / St Catherines Street,3.0,1.5,House,3,930.0,86.39979
2100.0,/v-apartments-condos/delta-surrey-langley/2-bedroom-suite-available-from-july-1-in-fraser-heights-surrey/1694961037,2 bedroom suite available from July 1 in Fraser Heights Surrey,Surrey,"A newly renovated and spacious walk-out basement in the prestigious Fraser Heights neighbourhood of Surrey, BC, is available for rent from July 1, 2024 Description: - Huge master bedroom with a ...",104 Avenue / 149A Street,2.0,1.0,House,0,800.0,74.3224
3300.0,/v-apartments-condos/vancouver-downtown-west-end/westend-condo-for-rent/1694959559,Westend Condo for Rent,Vancouver,"West of Denman reinforced concrete strata, located on large property with outdoor pool, manicured gardens offers fully renovated two bedroom SE corner. Enjoy great light & views to English Bay & city ...",Denman Street / Haro Street,2.0,1.0,Condo,1,780.0,72.46433999999999
950.0,/v-apartments-condos/vancouver-downtown-west-end/private-furnished-room-w-utilities-wifi-near-ubc-express-bus/1681970715,"Private Furnished Room w/ Utilities +WiFi, Near UBC Express Bus",Vancouver,"Furnished room available in 3-bedroom unit in central kerrisdale location: 1 block to express buses to downtown, ubc, and canada line skytrain station Available now. Rent quoted for lease ending on ...",West 49th Avenue / Laburnum Street,1.0,2.0,Basement,0,999.0,92.810097
2500.0,/v-apartments-condos/vancouver/july-1-garden-level-suite-2-bed-2-bath/1694958167,"JULY 1 - Garden Level Suite - 2 bed, 2 bath",Renfrew-Collingwood,"1000 square feet ground level suite - very centrally located 2 bedroom, 2 bathroom large spacious living room, lots of storage / closet space large kitchen with separate dining area Separate entrance ...",Earles Street / Vanness Avenue,2.0,2.0,Basement,0,1000.0,92.903
4250.0,/v-apartments-condos/vancouver/executive-furnished-apartment-2-bed-2-bath-3-balconies/1686229367,"Executive Furnished Apartment - 2 Bed, 2 Bath, 3 Balconies",Burnaby,"This beautifully designed and furnished 1100 square foot SE facing Burnaby condo offers 2 bedrooms, 2 bathrooms and 3 spectacular balconies. This condo is exceptionally bright with an open floor plan ...",Gilmore Avenue / Halifax Street,2.0,2.0,Condo,1,1100.0,102.1933
3100.0,/v-apartments-condos/richmond-bc/2-beds-2-baths-in-richmond-centre-for-rent/1694955334,2 Beds 2 Baths in Richmond Centre for Rent,Richmond,"8033 SABA RD, 2 BEDS, 2 BATHS, 1 PARKING, NEW FLOORING. $3100/MONTH",No 3 Road / Saba Road,2.0,2.0,Apartment,1,862.0,80.082386
3150.0,/v-apartments-condos/vancouver/spacious-2-bed-2-bath-parking-storage/1694954886,"Spacious 2 BED, 2 BATH, PARKING & STORAGE",Vancouver,"Spacious 2 bedroom and 2 bathroom corner unit with parking and storage. 2nd parking spot available for an additional $50/month. Carpet and unit was recently professionally cleaned. If interested, ...",Boundary Road / Vanness Avenue,2.0,2.0,Condo,1,925.0,85.935275
2000.0,/v-apartments-condos/tricities-pitt-maple/beautiful-one-bedroom-condo-plus-den-prime-location/1694953762,Beautiful one bedroom condo plus den prime location,Port Coquitlam,"Details: -1 Bedroom plus den -1 Bathrooms -769 SQFT -9 foot ceilings -Open concept (Kitchen/Dining room/Living room) -Stainless steel appliances (Microwave, Dishwasher, Fridge, Stove) -In-suite ...",Shaughnessy Street / Kelly Avenue,1.5,1.0,Condo,1,769.0,71.442407
4888.0,/v-apartments-condos/vancouver/furnished-2-bed-2-bath-for-rent-in-yaletown-september-1st/1694953215,Furnished 2 Bed 2 Bath for Rent in Yaletown! SEPTEMBER 1st,Vancouver,"Gorgeous , Furnished 2 BED 2 BATH available Sept 1st- month to month - 1 year- Flexible- * Dog Friendly * Sub Penthouse * Panoramic Views * Newly Renovated * All new Appliances *Fully Stocked Cook’s ...",Davie Street / Cardero Street,2.0,2.0,Condo,1,1050.0,97.54814999999999
2500.0,/v-apartments-condos/vancouver-downtown-west-end/spacious-1-bedroom-in-fairview/1694952343,Spacious 1 Bedroom in Fairview,Vancouver,"Available July 1st, 2024 This unit is moments away from an array of amenities, Broadway shopping, transit lines and Vancouver General Hospital (VGH), and Granville Island. Step onto your False Creek ...",West Broadway / Alder Street,1.0,1.0,Condo,0,700.0,65.0321
2300.0,/v-apartments-condos/burnaby-new-westminster/furnished-large-1-bedroom-apartment/1694951229,Furnished large 1 bedroom apartment,Burnaby/New Westminster,"*** If you are interested in our unit, please send us a message including a brief description about you and the person who will occupy the suite with you (maximum 2 occupants, including you). In your ...",Parkway Boulevard / Rockridge Lane,1.0,1.0,Basement,0,830.0,77.10949
3495.0,/v-apartments-condos/north-shore/aprartment-in-convenient-location/1694720544,APRARTMENT IN CONVENIENT LOCATION,North Vancouver,"Property Info: • Address: 1273 Marine Dr, North Van • Prime location: Shopping Plaza (e.g., Save on Food, TD Bank, Starbucks) across the street; Bus stops seconds away from the building; 10 minutes ...",Marine Drive / Pemberton Avenue,2.0,2.0,Apartment,2,850.0,78.96755
3900.0,/v-apartments-condos/vancouver/2-bedroom-suite-in-downtown-vancouver-coal-harbor/1694946002,2 Bedroom Suite in Downtown Vancouver- Coal Harbor,Vancouver,"Beautiful 917 sqft 2-bedroom Unit + 52 sqft balcony in Coal Harbour Welcome to your stunning unit in the heart of downtown Vancouver, Coal Harbour! Situated on a high floor, this apartment offers ...",West Pender Street / Jervis Street,2.5,2.0,Apartment,1,917.0,85.192051
1900.0,/v-apartments-condos/delta-surrey-langley/2-bedroom-basement-sullivan-station/1694940111,2 bedroom basement Sullivan Station,Surrey,bedroom basement suit for rent *2 years old home * large suit over 1200 sqft *custom closets *granite countertops *laundry included *utilities included *cable and internet included *close to bus stop ...,56 Avenue / 153 Street,2.0,1.0,Basement,1,1100.0,102.1933
